id,text,date,rating,title,clean_texts,sentiment
R1VQQI9EERYJTJ,"
  Feels good in the ears. Bass is kind of high. Using it for long time may give you uncomfortable feeling. At high volumes your nearing persons can listen to what you're listening. Otherwise sound is clear, loud, sound quality is descent. Carrying bag was in the pouch. Overall a descent product seeing the price.
",Reviewed in India on 21 October 2020,4,A descent product seeing the price you're paying.,feel good ear bas kind high use long time may give uncomfortable feel high volume near person listen listen otherwise sound clear loud sound quality descent carry bag pouch overall descent product see price,negative
R1RIUUCQNQG8F7,"
  The red earphone I ordered looks okay for the price and color. Music quality is very normal. No bass nothing. Only good for talking to someone. Noise cancellation does the job well. But if you're a music lover, this is not the product for you.
",Reviewed in India on 16 December 2020,3,Below average performance,red earphone order look okay price color music quality normal bass nothing good talk someone noise cancellation job well music lover product,positive
R3JL94PRRRXL23,"
  If you want to use it while pubg then these are awesome. Left right sounds in pubg are accurate.For music lovers bass is not upto the mark. Otherwise these are ok.
",Reviewed in India on 16 April 2021,4,For pubg lovers,want use pubg awesome leave right sound pubg accurate music lover bass upto mark otherwise ok,positive
R1WP3IQH1VJMV2,"
  _Awesome sound quality in this price range (300-400)!_Perfect length._Classy colour (I Ordered red one)._The wire material is very good (this is not like the samsung one which gets dirty very early and after getting entangled it's impossible to untangle it).
",Reviewed in India on 19 August 2020,5,Excellent!,_ awesome sound quality price range 300 400 _ perfect length _ classy colour order red one _ the wire material good like samsung one get dirty early get entangle impossible untangle,positive
R1IEU0RGU56LDJ,"
  The earphones is very good , the sound quality is awesome .. It fits correctly to ears and you find different size of buds inside package .Overall it is awesome .
",Reviewed in India on 2 September 2020,5,Excellent Earphones with good quality,earphones good sound quality awesome fit correctly ear find different size bud inside package overall awesome,positive
R14JD2WFHIGOQ5,"
  The headphones are good. Quality is ok, not great. But at this pricepoint its acceptable. Value for money product. Just the balance between base and treble is not properly tuned. Should have a little less treble.
",Reviewed in India on 25 February 2021,3,Not tuned properly for bass-trebble balance,headphone good quality ok great pricepoint acceptable value money product balance base treble properly tune little less treble,positive
REUZQCKLFW6J6,"
  These earphones are best if you're looking for a good quality wired earphones... I've been using them for past 3 months and they have a good sound quality... However you may wanna use them with care otherwise just like other earphones the qires can get damaged... Otherwise it's pretty good❤
",Reviewed in India on 30 October 2020,5,Been using for past 3 months,earphone best look good quality wire earphone use past 3 month good sound quality however may wanna use care otherwise like earphone qire get damage otherwise pretty good,positive
RIYJVSYPQUIC6,"
  Earphone is great, durable and of good quality. It is also comfortable, the only problem is that the mic is not of good quality, people can hear background noise clearly. If you wear this in a meeting make sure your friends does not bitch about it in the background :)
",Reviewed in India on 17 April 2021,4,"Speaker are great, Mic has some problem though",earphone great durable good quality also comfortable problem mic good quality people hear background noise clearly wear meeting make sure friend bitch background,positive
R1WME31QWHD26T,"
  Awww... Amazing earphones I got from Amazon.. 100% more worthy for money..Sound quality 5/5 starBass quality 5/5starNoise cancellation 5/5 starI'm totally impressed by the product.. Feel in love with earphones.Delivery was early before the estimate time.. I got it by one day thanks for the @Amazon.com love u ❤️😘❤️😘
",Reviewed in India on 28 November 2019,5,5/5 star.. BoAt hearphone king of  sound,awww amazing earphone get amazon 100 worthy money sound quality 5 5 starbass quality 5 5starnoise cancellation 5 5 stari totally impressed product feel love earphone delivery early estimate time get one day thank amazon com love u,positive
R22IAET426B4PI,"
  Not comfortable to wear. Hurts ears within 5 mins. Audio quality is okay though. If I were you, I'd spend a little more and go for realme buds which are soft and have amazing audio quality for the price.
",Reviewed in India on 8 March 2021,3,Spend a little more and go for better choices,comfortable wear hurt ear within 5 min audio quality okay though spend little go realme bud soft amazing audio quality price,positive
R3A1XQF9G2LCOY,"
  Sound quality is good. Used it for 2 months smoothly then there were some issues with the sound on both sides. But, I must say BOAT'S customer service is awesome. Just a complaint on their site and they picked up the old one and replaced it with a brand new product. This process took 20 days (may be delayed due to the pandemic). I am satisfied with this one.
",Reviewed in India on 28 September 2020,3,Great customer service.,sound quality good use 2 month smoothly issue sound side must say boat customer service awesome complaint site pick old one replaced brand new product process take 20 day may delay due pandemic satisfied one,positive
R23AFYZGUSMT2Q,"
  it has good bass compared to the headset provided with the android phones. Received it today. So I will update if any issues it will have in future .
",Reviewed in India on 15 December 2020,5,First Impression Verty Good,good bass compare headset provide android phone receive today update issue future,positive
